file_name,actress,archetype,situ,max_f0,min_f0,f0_range,f0_dev,sentence_type,,,,
double_17,Stanwyck,femmefatale,casual_light,224,122,102,24,d,,,,
double_18,Stanwyck,femmefatale,scheme,159,134,25,5,d,,,,
double_19,Stanwyck,femmefatale,scheme,204,141,63,12,yn,,,,
double_20,Stanwyck,femmefatale,scheme,175,141,34,7,d,,,,
double_22,Stanwyck,femmefatale,casual_light,207,152,55,15,yn,,,,
double_23,Stanwyck,femmefatale,casual_light,259,129,130,31,yn,,,,
double_24,Stanwyck,femmefatale,casual_light,267,160,107,27,yn,,,,
double_25,Stanwyck,femmefatale,scheme,197,150,47,12,d,,,,
double_26,Stanwyck,femmefatale,scheme,211,147,64,18,d,,,,
double_27,Stanwyck,femmefatale,indignant,199,136,63,16,d,,,,
double_28,Stanwyck,femmefatale,indignant,169,119,50,17,d,,,,
double_29,Stanwyck,femmefatale,casual_light,173,134,39,6,yn,,,,
double_30,Stanwyck,femmefatale,casual_light,191,146,45,15,d,,,,
double_31,Stanwyck,femmefatale,casual_light,227,197,30,9,yn,,,,
double_32,Stanwyck,femmefatale,casual_mys,160,108,52,11,d,,,,
double_33,Stanwyck,femmefatale,casual_light,187,146,41,11,d,,,,
double_34,Stanwyck,femmefatale,casual_mys,178,82,96,25,d,,,,
double_35,Stanwyck,femmefatale,casual_mys,172,137,35,8,d,,,,
double_36,Stanwyck,femmefatale,casual_mys,179,130,49,12,d,,,,
double_37,Stanwyck,femmefatale,casual_mys,182,151,31,8,d,,,,
double_38,Stanwyck,femmefatale,casual_mys,199,133,66,13,d,,,,
double_39,Stanwyck,femmefatale,casual_mys,203,141,62,17,d,,,,
double_40,Stanwyck,femmefatale,scheme,188,124,64,14,d,,,,
double_41,Stanwyck,femmefatale,scheme,223,139,84,17,d,,,,
double_42,Stanwyck,femmefatale,scheme,164,127,37,8,d,,,,
double_43,Stanwyck,femmefatale,scheme,194,131,63,16,d,,,,
double_44,Stanwyck,femmefatale,scheme,218,153,65,14,d,,,,
double_45,Stanwyck,femmefatale,scheme,164,152,12,4,d,,,,
double_46,Stanwyck,femmefatale,casual_mys,207,126,81,19,d,,,,
double_47,Stanwyck,femmefatale,casual_mys,198,146,52,18,d,,,,
slightly_1,Turner,dumbblonde,casual_light,440,211,229,51,wh,,,,
slightly_2,Turner,dumbblonde,casual_light,439,198,241,58,e,,,,
slightly_3,Turner,dumbblonde,casual_light,369,200,169,45,d,,,,
slightly_4,Turner,dumbblonde,casual_light,434,203,231,66,d,,,,
slightly_5,Turner,dumbblonde,casual_light,432,200,232,56,e,,,,
slightly_6,Turner,dumbblonde,casual_light,365,206,159,37,d,,,,
slightly_7,Turner,dumbblonde,casual_light,491,274,217,59,yn,,,,
slightly_8,Turner,dumbblonde,casual_light,407,198,209,46,d,,,,
slightly_9,Turner,dumbblonde,casual_light,609,266,343,86,e,,,,
slightly_10,Turner,dumbblonde,casual_light,791,236,555,147,e,,,,
slightly_11,Turner,dumbblonde,casual_light,635,246,389,114,e,,,,
slightly_12,Turner,dumbblonde,casual_light,437,305,132,33,yn,,,,
slightly_13,Turner,dumbblonde,casual_light,370,251,119,31,yn,,,,
slightly_14,Turner,dumbblonde,casual_light,309,232,77,23,yn,,,,
slightly_15,Turner,dumbblonde,casual_light,379,173,206,49,d,,,,
slightly_16,Turner,dumbblonde,casual_light,452,176,276,82,d,,,,
slightly_17,Turner,dumbblonde,casual_light,421,149,272,49,yn,,,,
slightly_18,Turner,dumbblonde,casual_light,211,159,52,13,d,,,,
slightly_19,Turner,dumbblonde,casual_light,430,186,244,80,d,,,,
slightly_20,Turner,dumbblonde,casual_light,624,257,367,89,e,,,,
slightly_23,Turner,dumbblonde,casual_light,320,221,99,30,d,,,,
slightly_24,Turner,dumbblonde,casual_light,440,235,205,60,d,,,,
slightly_25,Turner,dumbblonde,casual_light,308,171,137,33,d,,,,
slightly_26,Turner,dumbblonde,casual_light,425,205,220,54,e,,,,
slightly_27,Turner,dumbblonde,casual_light,473,231,242,83,wh,,,,
slightly_28,Turner,dumbblonde,casual_light,348,208,140,37,yn,,,,
slightly_29,Turner,dumbblonde,casual_light,380,154,226,52,d,,,,
slightly_30,Turner,dumbblonde,casual_light,484,209,275,96,d,,,,
irma_1,Wilson,dumbblonde,casual_light,623,296,327,85,d,,,,
irma_2,Wilson,dumbblonde,casual_light,594,259,335,85,wh,,,,
irma_3,Wilson,dumbblonde,casual_light,452,172,280,51,d,,,,
irma_4,Wilson,dumbblonde,casual_light,498,231,267,75,yn,,,,
irma_5,Wilson,dumbblonde,casual_light,499,254,245,77,wh,,,,
irma_6,Wilson,dumbblonde,casual_light,496,231,265,80,d,,,,
irma_7,Wilson,dumbblonde,casual_light,455,211,244,85,wh,,,,
irma_8,Wilson,dumbblonde,casual_light,515,223,292,78,e,,,,
irma_9,Wilson,dumbblonde,casual_light,516,255,261,77,wh,,,,
irma_10,Wilson,dumbblonde,casual_light,538,269,269,74,d,,,,
irma_11,Wilson,dumbblonde,casual_light,377,205,172,55,yn,,,,
irma_13,Wilson,dumbblonde,casual_light,633,315,318,80,e,,,,
irma_14,Wilson,dumbblonde,casual_light,347,209,138,36,yn,,,,
irma_15,Wilson,dumbblonde,casual_light,500,264,236,69,d,,,,
irma_16,Wilson,dumbblonde,casual_light,623,215,408,104,d,,,,
irma_17,Wilson,dumbblonde,casual_light,607,192,415,85,wh,,,,
irma_18,Wilson,dumbblonde,casual_light,615,191,424,104,d,,,,
irma_19,Wilson,dumbblonde,casual_light,541,295,246,53,d,,,,
irma_20,Wilson,dumbblonde,casual_light,629,227,402,100,d,,,,
irma_23,Wilson,dumbblonde,casual_light,446,227,219,61,d,,,,
irma_25,Wilson,dumbblonde,casual_light,603,180,423,93,d,,,,
irma_26,Wilson,dumbblonde,casual_light,378,263,115,33,d,,,,
irma_27,Wilson,dumbblonde,casual_light,410,226,184,49,d,,,,
irma_28,Wilson,dumbblonde,casual_light,547,243,304,92,e,,,,
irma_29,Wilson,dumbblonde,casual_light,583,192,391,95,e,,,,
irma_30,Wilson,dumbblonde,casual_light,346,216,130,29,d,,,,
irma_31,Wilson,dumbblonde,casual_light,415,256,159,41,d,,,,
irma_32,Wilson,dumbblonde,casual_light,587,194,393,77,d,,,,
irma_33,Wilson,dumbblonde,casual_light,513,264,249,63,d,,,,
irma_34,Wilson,dumbblonde,casual_light,363,229,134,43,d,,,,
irma_35,Wilson,dumbblonde,casual_light,563,196,367,103,d,,,,
irma_36,Wilson,dumbblonde,casual_light,434,236,198,29,e,,,,
irma_37,Wilson,dumbblonde,casual_light,456,228,228,55,d,,,,
irma_38,Wilson,dumbblonde,casual_light,564,261,303,68,d,,,,
irma_39,Wilson,dumbblonde,casual_light,573,267,306,69,yn,,,,
irma_40,Wilson,dumbblonde,casual_light,587,180,407,108,yn,,,,
kissthem_1,Mansfield,dumbblonde,casual_light,497,233,264,55,d,,,,
kissthem_2,Mansfield,dumbblonde,casual_light,451,173,278,50,d,,,,
kissthem_3,Mansfield,dumbblonde,casual_light,359,227,132,32,d,,,,
kissthem_4,Mansfield,dumbblonde,casual_light,517,343,174,38,e,,,,
kissthem_6,Mansfield,dumbblonde,casual_light,651,208,443,86,d,,,,
kissthem_7,Mansfield,dumbblonde,casual_light,619,247,372,75,d,,,,
kissthem_9,Mansfield,dumbblonde,casual_light,429,185,244,57,d,,,,
kissthem_10,Mansfield,dumbblonde,casual_light,471,262,209,62,d,,,,
kissthem_12,Mansfield,dumbblonde,confront,522,231,291,65,d,,,,
kissthem_13,Mansfield,dumbblonde,confront,488,264,224,43,yn,,,,
kissthem_14,Mansfield,dumbblonde,confront,374,243,131,29,wh,,,,
kissthem_15,Mansfield,dumbblonde,casual_light,460,184,276,60,d,,,,
kissthem_16,Mansfield,dumbblonde,casual_light,469,167,302,78,d,,,,
kissthem_17,Mansfield,dumbblonde,casual_light,397,207,190,36,d,,,,
kissthem_18,Mansfield,dumbblonde,casual_light,358,187,171,44,d,,,,
kissthem_19,Mansfield,dumbblonde,casual_light,565,138,427,98,d,,,,
kissthem_20,Mansfield,dumbblonde,casual_light,528,268,260,70,e,,,,
kissthem_21,Mansfield,dumbblonde,casual_light,603,209,394,82,d,,,,
kissthem_22,Mansfield,dumbblonde,casual_light,468,300,168,43,d,,,,
kissthem_23,Mansfield,dumbblonde,casual_light,395,209,186,45,d,,,,
kissthem_24,Mansfield,dumbblonde,confront,279,188,91,26,d,,,,
kissthem_25,Mansfield,dumbblonde,confront,434,212,222,40,d,,,,
kissthem_26,Mansfield,dumbblonde,confront,527,149,378,68,d,,,,
kissthem_27,Mansfield,dumbblonde,casual_light,462,238,224,42,d,,,,
kissthem_28,Mansfield,dumbblonde,casual_light,350,238,112,27,d,,,,
kissthem_29,Mansfield,dumbblonde,casual_light,397,201,196,51,d,,,,
kissthem_30,Mansfield,dumbblonde,casual_light,512,367,145,42,yn,,,,
kissthem_31,Mansfield,dumbblonde,casual_light,597,294,303,55,d,,,,
bachelor_1,Loy,independent,casual_light,265,123,142,43,d,,,,
bachelor_2,Loy,independent,casual_light,281,114,167,29,d,,,,
bachelor_3,Loy,independent,casual_light,187,137,50,15,d,,,,
bachelor_4,Loy,independent,casual_light,238,156,82,19,d,,,,
bachelor_5,Loy,independent,casual_light,367,137,230,47,d,,,,
bachelor_6,Loy,independent,work,267,165,102,19,yn,,,,
bachelor_7,Loy,independent,work,292,162,130,25,yn,,,,
bachelor_8,Loy,independent,work,277,58,219,38,yn,,,,
bachelor_9,Loy,independent,work,257,137,120,25,d,,,,
bachelor_10,Loy,independent,work,304,143,161,33,d,,,,
bachelor_11,Loy,independent,casual_light,436,175,261,70,e,,,,
bachelor_12,Loy,independent,confront,419,135,284,68,e,,,, 
bachelor_13,Loy,independent,confront,499,140,359,90,wh,,,,
bachelor_14,Loy,independent,casual_light,388,137,251,58,d,,,,
bachelor_15,Loy,independent,work,389,73,316,54,d,,,,
bachelor_16,Loy,independent,casual_cynical,318,159,159,58,d,,,,
bachelor_17,Loy,independent,casual_light,383,158,225,43,d,,,,
bachelor_18,Loy,independent,confront,314,128,186,50,d,,,,
bachelor_19,Loy,independent,casual_light,333,137,196,35,d,,,,
bachelor_20,Loy,independent,casual_light,264,177,87,23,d,,,,
bachelor_21,Loy,independent,casual_light,228,147,81,24,wh,,,,
bachelor_22,Loy,independent,casual_light,299,140,159,28,d,,,,
bachelor_23,Loy,independent,casual_light,268,175,93,25,d,,,,
bachelor_24,Loy,independent,work,263,132,131,34,wh,,,,
bachelor_25,Loy,independent,work,226,142,84,22,yn,,,,
bachelor_26,Loy,independent,work,233,143,90,38,wh,,,,
bachelor_27,Loy,independent,work,236,77,159,38,wh,,,,
bachelor_28,Loy,independent,work,183,137,46,13,d,,,,
bachelor_29,Loy,independent,work,313,128,185,45,d,,,,
bachelor_30,Loy,independent,work,251,124,127,25,d,,,,
bachelor_31,Loy,independent,casual_light,374,144,230,56,wh,,,,
bachelor_32,Loy,independent,work,288,134,154,41,wh,,,,
bachelor_33,Loy,independent,work,310,160,150,47,d,,,,
bachelor_34,Loy,independent,work,326,131,195,55,d,,,,
bachelor_35,Loy,independent,casual_light,250,142,108,35,d,,,,
